city,hotel_star_rating,latitude,longitude,property_address,property_name,rating,price
Ahmedabad,1 star,23.015833,72.593538,"Opp. Avkar Guest House, Opp. S T Bus Stand, Geeta Mandir, Nr .Joyos Hub Town , Geeta Mandir",Hotel Neelkanth Palace,1,2005
Ujjain,3 star,23.163324,75.776994,"MAHAKALESHWAR ROAD,UJJAIN. , Nanakheda Ring Road",Hotel Mittal Avenue,3,2127
METTUPALAYAM,1 star,11.1769,77.2464,"Ooty Main Road, Mettupalayam, Near Black Thunder, Coimbatore - 641301 , Mettupalayam",Hotel Sri Sarvana Bhavan,1,1619
Ajmer,1 star,26.455974,74.635743,"Near Railway Station, Chavandaspura, Madar Gate ,",Hotel Mahatma Inn,1,2230
Mussoorie,1 star,30.456246,78.076273,"Opp State Bank of India , Camels Back Road , Camels Back Road",Hotel Peak View,1,1675
Shirdi,2 star,19.768311,74.478933,"Pimpalwadi Road, Behind Hotel Neeta, Near Andhra Bank, , Pimpalwadi Road",Hotel Lee Grand,2,2046
Shirdi,1 star,19.7719,74.4733,"Near Shirdi police station , Nagar Manmad Highway",Hotel Sai Paso,1,1897
Manali,3 star,32.22115,77.189382,"Kanyal Road, Rangiri , Distt Kullu",New River West,3,1715
Shrivardhan,2 star,18.166638,72.988438,"Samartha Nagar , Samartha Nagar",Cocohut Resort Diveagar,2,2183
Manali,3 star,32.229234,77.196891,"Naggar Road , Naggar Road, just 1500 mtrs from The Mall",Swiss Wood Hotel,3,1976
Jawalamukhi,1 star,0,0,"Near bus stand jawalamukhi , Near bus stand jawalamukhi",Hotel Bawa Guest House,1,2136
Karauli,1 star,26.80871,77.146557,"Village Suroth, Hinduan City, , Dist Karauli,Rajasthan",Suroth Mahal,1,2144
Vapi,3 star,20.3807752,72.91573,"prithavi corner N.H-8 valsad road Balitha near-mahindra show room vapi , N H No 8, Vapi",Hotel Shree Daan,3,1614
Ajmer,1 star,0,0,"opp railway station bijainage , bijainager ajmer",Friends Hotels and Restaurant,1,1822
Ujjain,1 star,0,0,"7/64, University Road, , Ingle Compound Ujjain",Trolet Inn,1,2171
Mohali,1 star,30.7213,76.7071,"Phase-5, Industrial Area, , SAS NAGAR",Hotel Ocean,1,1396
Patna,3 star,25.613552,85.143631,"Near Bata Showroom,CeatCompoud , Exhibition Road",World Choice Savera Premier Hotel,3,1647
Manali,1 star,32.235577,77.194734,"Left Bank , Aleo-Left Bank",Hotel Classic,1,1546
Surat,2 star,21.151619,72.777503,"Bungalow No 93, Vatsalya Society, Surat ,",Vatsalya Bungalow No 93,2,1295
Patna,1 star,25.6116,85.1198,"Boring Road, Patna ,",Hotel Ankur,1,1479
Vishakhapatnam,1 star,17.739225,83.326513,"Nh-5, Maddilapalem, Isukhathota, Nh-5 Visnu Honda Bike Showroom, SivajiPalem, VISAKHAPATNAM ,",Hotel Seacity Grand,1,1569
Vishakhapatnam,1 star,17.739845,83.339329,"Plot No 7, Sector -11, MVP Double Road, Beside spencers, ,",Satya Guest House,1,1931
Manali,1 star,32.239725,77.188097,"Aleo , Naggar Road ,",Hotel Hayer Regency Manali,1,1804
Vishakhapatnam,1 star,0,0,"47-9-9 Dwarka Nagar , near Diamond Park,vizag",Quality Inn Bez Krishna,1,2154
Nainital,1 star,29.430371,79.66246,"Leti Bunga-Mukteshwar , Mukteshwar",Mukteshwar Himalyan Resort - 50 Kms away from Nainital,1,2212
Manali,4 star,32.22768,77.188957,"Baragarh Estate, Village Gurdorh, PO Larenkelo, Distt. Kullu , Baragarh Estate, Village Gurdorh, PO Larenkelo",Baragarh Villa,4,2322
Manali,3 star,32.22734177,77.19717863,"Hotel Angel's Inn, Left Bank , Aleo , Manali , Naggar Road",Angels Inn,3,1584
Shirdi,1 star,0,0,"pimpalwadi road, shirdi ,",Hotel Yogiraj,1,1809
Shirdi,3 star,19.7716,74.4795,"S.No.5/20, Shiv Road,Near to Temple , Near to Temple",Marigold Regency,3,1160
Shirdi,1 star,0,0,"Near Saibabajs Chawadi , Behind Sai Complex",Hotel G Palace,1,2218
Nainital,3 star,29.38999857,79.44644612,"Vienna Lodge Comp, Dhampur Band. , Barapathar Rd, Nr,Cave Garden",Hotel Rio Grand,3,2141
Ahmedabad,2 star,23.063099,72.58176,"Near Gandhi Ashram, Opposite Collector Office, Near RTO Circle, Ashram Road , Ashram Road",Hotel Ashray Inn,2,1869
Shrivardhan,1 star,0,0,"Shrivardhan, Maharashtra ,",Simply Offbeat Shrivardhan Homestay,1,1552
Puri,3 star,19.78933313,85.80265955,"NH216, Beach Road, Baliapanda, Puri , Puri",Hotel Sagar Kanya,3,1350
Ajmer,3 star,0,0,"Dargah Shariff , Ajmer",DoubleStays Dargah Shariff,3,1382
Nainital,2 star,29.38074354,79.4654951,"Zoo road , nainital ,",Sweet home guest house,2,2181
Manali,2 star,31.959591,77.110612,"Village Shuru Post Office Prini, , Manali Nagar Road",Karma Cottages,2,2143
Nainital,3 star,29.344491,79.478584,"Near BSNL Exchange, Belwakhan , PO Jeoikote, Nainital",Camp Sparrow Nainital,3,2111
Shirdi,3 star,19.768097,74.479546,"Pimpalwadi Road, Near Vijaya Bank , Pimpalwadi Road",Hotel Anand Heritage,3,1488
Manali,1 star,12.02248,75.989084,"Patlikhul , Distt Kullu",Behl Home stay,1,1964
Shirdi,2 star,19.7703,74.4743,"Opp Police Station, Nagar Manmad Highway, , Nagar Manmad Highway",Hotel Kala Sai,2,1053
Surat,1 star,0,0,"Near KDN Honda, Behind Doctor House , Lal Darwaja, Surat",Hotel Venus,1,2168
Ahmedabad,1 star,0,0,"Relief Rd, Kalupur, Ahmedabad, Gujarat 380001 ,",Hotel Alba,1,1379
Shirdi,3 star,19.77,74.48,"MAIN NAGAR MANMAD HIGHWAY , NIM GAON",Hotel Keshav,3,1565
Manali,4 star,32.2218,77.1892,"Kanyal Road,Rangri , Rangri",Sandhya Resort & Spa,4,2041
Shirdi,3 star,19.769279,74.485541,"Silver Oak Platinium, Opposite , Silver Oak Platinium, Opposite",Hotel Shri Govind,3,1657
Manali,1 star,32.229469,77.184424,"Kanyal Road,Distt Kullu , Kanyal Road",Hotel View Point,1,1229
Nainital,1 star,29.383447,79.524267,"Bhowali Nainital Uttarakhand , Bhowali",Raikwal Hotel And Restaurant,1,2052
Manali,1 star,32.239633,77.188715,"Naggar Road, Aleo New Manali , Naggar Road, Aleo-Left Bank",Hotel Rana Palace,1,1170
Nainital,1 star,29.378058,79.465884,"Near Bus Stand, Cantt road, Ashok Hotel Road , Tallital",Savoy Hotel Nainital,1,1532
Allahabad,1 star,25.44393,81.828141,"15/17, leader road, allahabad ,",Hotel Ratan,1,1042
Manali,3 star,32.239884,77.189396,"Log Huts Area , Manali",The Grand Welcome,3,2085
Manali,3 star,32.250457,77.184651,"Near Sase Camp Bahang Vashisht ManaliDistt Kullu , Manali",Jubilant Cottage,3,1264
Ujjain,1 star,0,0,"114,Amba Prasad Tiwari Marg , Ujjain",Hotel Royal guest House,1,1432
Mussoorie,2 star,30.460511,78.06493,"Library, The Mall , Library, Mall Road",Hotel Ashoka Continental,2,1638
Mussoorie,2 star,30.459983,78.065144,"Gandhi Chowk Library Road, The Mall Road, The Mall Rd, Mussoorie, Uttarakhand 248001 ,",Whispering Windows,2,1012
Mohali,1 star,30.692196,76.734265,"SCF 3,Sec-63 Phase 9 ,",Blue Diamond,1,1231
Ahmedabad,1 star,0,0,"d/8 shantidham , Opposite sumul dairy",Anjali Service apartment,1,1013
Surat,2 star,21.204009,72.837924,"Una Pani Road, Near Dehli Gate, Opp.Station Road, Surat , Surat",Hotel Satkar,2,2002
Puri,1 star,19.805363,85.835503,"chakratirtho road, Puri 2 ,",Hotel Parbati Palace,1,1366
Ahmedabad,1 star,0,0,"Prahald Ngar , Opp Hotel Ramada",Elis HospitalityArjun Villa Banglow,1,1730
Nainital,2 star,29.4471236,79.5621,"Gagar, Ramgarh, Nainital ,",Kumaon Roop Resort- Ramgarh,2,1794
Ujjain,1 star,23.1746,75.7846,"HOTEL AVANTIKA UJJAIN ,",Hotel Avantika,1,1503
Ujjain,1 star,0,0,"26, Subash Marg, Opp Railway , Ujjain",hotel Nakoda Palace,1,1161
Shirdi,2 star,19.767882,74.484149,"Pimpal wadi Road, Dattanagar A/P - Shirdi, Tal- Rahata Dist- A, Nagar , Tal- Rahata Dist- Ahmed Nagar",Sai Empire,2,2079
Puri,3 star,19.7963,85.8237,"Gopal Ballav Road,Near Puri Hotel Sea Beach , Sea Beach,Swargdwar",Hotel Pushpa,3,1196
Khandwa,1 star,21.8226,76.3508,"Indira Shopping Complex , Bombay Bazar, KHANDWA",Hotel Manas,1,1818
Manali,3 star,32.22641235,77.18294097,"Kanyal Road , District Kullu",Pause At Manali,3,1768
Manali,1 star,32.239176,77.187462,"NH 21, Near Petrol Pump, Rangri, MANALI 175131 Himachal Pradesh ,",Nature Notes Manali,1,2236
Manali,1 star,32.2407,77.1878,"Near State Bank Of India , manali Distt Kullu",Hotel New Paramount,1,1110
Manali,3 star,32.224149,77.184707,"Kanyal Road, Simsa , Simsa",Green Cottages,3,1093
Shirdi,3 star,19.77,74.48,"Hotel Sai Sangeeta,b/h Hote , Marigold ,Ruishiv road",Hotel Sai Sangeeta,3,1933
Surat,3 star,21.191971,72.726872,"HOTEL EXECUTIVE BEHIND CNG GAS STATION NEAR ONGC CHAR RASTA ICHHAPORE , SURAT HAZIRA ROAD",Hotel Executive,3,1294
Kausani,1 star,29.847004,79.60434,"Near Tea Garden, Baijnath Road,Kausani, Distt Bageshwar ,",Hotel Rudraksha Palace,1,1226
Ujjain,2 star,23.18398599,75.76924307,"617/1 Mahakal marg ,",Hotel Royal Palace,2,1015
Coorg,1 star,0,0,"Madikeri, Coorg, Karnataka - 571 201 , Madikeri",Apple Tree,1,1663
Coorg,1 star,0,0,"Suntikoppa , Near Devkadu Kadkal",cottage Suntikoppa Estate,1,1959
Coorg,1 star,13.009297,77.544964,"619, 1st Floor, 10th A Cross, Mahalakshmipuram, Bangalore 560086 , Coorg",Pookala Homestay,1,1409
Coimbatore,1 star,0,0,"peelamed, Coimbatore ,",Sree Manis Classic Peelamedu,1,1940
Coorg,4 star,12.430777,75.753838,"Woodstock Villas, Sampigekatte , Madikeri",Leisure Vacations Woodstock Villas,4,2107
Coorg,5 star,12.225199,75.649836,"Kabbinakad Estate, Napoklu Nad, Yavakapadi Village, Madikeri Taluk, Kodagu District , Coorg",The Tamara Coorg,5,2495
Coorg,1 star,12.430542,75.732479,"Near G.T. Road, Madikeri , Coorg",Coorg Heaven Homestay - Madikeri,1,2066
Coorg,1 star,12.177281,75.681806,"Karada ,",udiyan Estate stay,1,1468
Dalhousie,2 star,32.53418,75.979704,"The Mall , The Mall",Hotel Shangri-La,2,1458
Coorg,1 star,0,0,"KUTTA , KODAGU",Vansukh,1,2210
Coorg,1 star,0,0,"Kolagundy Estate , Madikeri",Kolagundy Estate,1,1118
Dalhousie,2 star,32.537529,75.966168,"The Mall, Near Bus Stand Dalhousie , The Mall",Oak Valley Residency,2,1133
Coorg,1 star,0,0,"Near Hottihole , Madikeri",Mistmind Homestay,1,1372
Dalhousie,2 star,32.538033,75.974223,"The Mall , Near Gandhi Chowk",Hotel Mehar's,2,2128
Coorg,1 star,12.423975,75.739055,"School Road ,Madikeri ,",Hotel Chitra,1,1681
Coorg,1 star,0,0,"Lower Kodava Samaj Road , Behind Cardamom Society",Sri Ambika Residency,1,1257
Coorg,2 star,12.419535,75.734928,"Near Raja Seat, Racecourse Road , Madikeri",Hotel Le Coorg,2,1934
Coimbatore,2 star,11.011,76.9547,"253, Tv Samy East, R S Puram , R S Puram",Hotel Navaratna,2,2012
Daltonganj,5 star,24.042725,84.09397,"Panki Road Redma Near , GLA college daltonganj",LX INN,5,2885
Corbett,4 star,29.533333,78.935279,"Village Jhamaria, P O Sankar, Marchula , Village Jhamaria",Welcom Heritage Corbett Ramganga Resort,4,3113
Coorg,2 star,0,0,"Golden Temple Road , Near Bota Farm",Maharaja Palace Resort,2,2143
Coorg,1 star,0,0,"Maracad Estate ,",MCE Homestay,1,2044
Coorg,3 star,12.451941,75.967216,"BM Rd, Kushalnagar , Kushalnagar",Zip Rooms Kushal Nagar - Coorg,3,2247
Coorg,1 star,0,0,"Karada ,",Karada Wood Cottage,1,1714
Coorg,1 star,0,0,"Katakeri, MadikeriMangalore Rd , Coorg",Stay Simple Vista Madikeri,1,2212
Cuttack,1 star,20.45801,85.882736,"Badambadi, Cuttack ,",Bishal Inn,1,2065
Dandeli,1 star,15.2459,74.6239,"IPM Colony , , Bailpar",Dandeli Jungle Inn,1,2167
Dakor,1 star,0,0,"Opposite Arogya Kendra, Umreth , Dakor",Hotel Raj Palace,1,1237
Corbett,1 star,0,0,"Village , Chunakhan, Ram Nagar",Corbett Soho resort,1,1321
Daman,1 star,0,0,"Hotel Umesh Nani Daman , Daman",Hotel Umesh,1,1918
Coorg,2 star,12.415003,75.746227,"Opp KSRTC Depot, G T Road , G T Road",Prestige Residency,2,1519
Coorg,1 star,12.6309,75.8756,"Sulimalthe Village, Hancode Po , Somwarpet Taluk, Coorg",Tropical Rain Farmstay,1,1617
CoochBehar,3 star,26.322528,89.442674,"Sunity Road , cooch behar",Royal Palace Hotel,3,2102
Coorg,1 star,0,0,"Kodagu ,",BRL Homestay,1,1573
Coorg,2 star,0,0,"Near Tea County, Colony Road , Munnar - 685612",Fast Track Coorg,2,2139
Corbett,3 star,29.394258,79.067442,"Village: Semal Khalia, Jhirna Road , Jhirna",Maya The Forest Resort,3,1251
Coonoor,1 star,11.352091,76.835653,"2/16 E, Guernsey, Lambs Rock, Coonoor,The Nilgiris , Guernsey",De-Rock Jungle Living,1,1232
Coimbatore,1 star,0,0,"Ravimurugan Apartments , Saibaba Colony",Akshra Serviced Apartments Saibaba Colony,1,2288
Coorg,1 star,12.445215,75.720858,"Madikeri Coorg , Madikeri",Jayalaxmi Homestay,1,1821
Daman,4 star,20.448693,72.835444,"Devka Beach Road, Marwad, , Nani Daman",The Gold Beach Resort,4,3363
Dalhousie,1 star,0,0,"Bus Stand Dalhousie ,",Hotel JK International,1,2026
Coimbatore,1 star,0,0,"No 45 C, Opposite Coimbatore Medical College, Near Codissia Trade Fair Hall, Dr Jaganathan Nagar ,",Sri Manis Classic,1,1157
Daman,1 star,20.438246,72.83072,"Bhandarwad Road,ganga mata , Devka Beach nani daman",Devka Beach Homestay,1,1612
Coorg,2 star,12.4244,75.736,"Sunanda Hill Road, Madikeri , Coorg",Hotel Hill View,2,1091
Dalhousie,2 star,0,0,"Panchpula Road, Nr Gandhi Chowk , Dalhousie",Hotel Samrat,2,1294
Dalhousie,2 star,32.538033,75.974223,"The Mall , Near Gandhi Chowk",Hotel Mehar's,2,1991
Dalhousie,2 star,32.53729,75.96628,"Near Bus Stand, Dalhousie , Distt. Chamba -136304 ( HP)Indraprastha resort , Chamba",Indraprastha Resort,2,1320
Coorg,1 star,12.4244,75.7382,"MURNAD ROAD, MADIKERI , Coorg",Coorg Residency,1,2266
Coimbatore,1 star,11.02412,76.97484,"Srivari Aniketh, Race Course Road, Thomas Park , Thomas Park",Alcove Service Apartments Udayampalayam 71 72,1,1861
Corbett,4 star,29.413956,79.002167,"Village Dhela, Ramnagar , Dhela",The Golden Tusk,4,4346
Coimbatore,1 star,11.0269,76.9947,"1416/2 Surya Garden , Peelamedu",Corner Stay Serviced Apartment Peelamedu,1,1169
Coorg,1 star,12.411388,75.728083,"Thalath Mane Bhagamandala Road,Madikeri , 3 km from Madikeri Town ,",Hotel Bamboo Springs,1,1770
Coorg,4 star,12.297912,75.826557,"Ahachinad/Bachat, Kannagala Post, Ammathi , Coorg",Kadkani River Resort,4,2609
Coorg,1 star,12.424339,75.738121,"ontiangadi road, Ammathi, Coorg -571211 , Coorg",Berry Lane,1,1969
Dalhousie,1 star,0,0,"punchpulla dalhousie ,",Hotel Woodline,1,1775
Coorg,1 star,0,0,"Manchalli ,",Somaiahs,1,2256
Dalhousie,1 star,32.531926,75.97465,"Potryne Mall,Court Road , Court Road",Hotel Ranjeet Sagar View,1,1252
Dabhosa,1 star,0,0,"Sakharshet Tal Jawhar , Dist Palghar,Thane",Dabhosa Waterfall Resort Nature Trails,1,1649
Coorg,1 star,11.9678,76.0479,"Kutta ,",Green Retreat,1,2210
Coorg,1 star,0,0,"Athur village, Gonikoppal , coorg",Palm Valley Resort,1,2135
Coorg,1 star,12.427008,75.732564,"College Road Between Ranipet Junction, Convent Junciton, ,",Coorg City Stay,1,1952
Coorg,1 star,11.967592,76.048039,"Narikadi Estate, Kutta Post Near Nagarhole Forest , Coorg",Narikadi Homestay,1,1774
Coorg,1 star,0,0,"Sommerpet ,",Spring Vele Homestay,1,1509
Coorg,1 star,0,0,"Housing Soceity Colony, Abbi Falls Road, Coorg Madikeri, Near Muttapa Temple, Coorg - 571234 ,",Paradise Home Stay,1,1154
Cuttack,1 star,20.46493,85.873466,"Buxi Bazar, Cuttak , Buxi Bazar",The Triple C,1,1409
Coorg,2 star,12.4219,75.7594,"Ibnivalavadi Village, Madikeri , Coorg",Serene Woods,2,2278
Coorg,1 star,12.200455,75.809187,"SitharaHomestay, Virajpet , Coorg",Sithara,1,1823
Coorg,1 star,0,0,"Madikeri ,",Akki Homestay,1,1207
Corbett,3 star,29.4632,79.149,"Dhikuli , Ramnagar , Nainital",Jungle Treasure,3,1476
Coorg,1 star,12.370835,75.830576,"Chettali Suntikoppa , Chettali",Paddy Valley,1,1954
Coorg,1 star,0,0,"Near Kushalnagar,Somepet ,",Homestay Koodiga,1,2222
Coorg,1 star,12.018722,75.879489,"Konnakeri Village , Hudikere, Gonikoppal,coorg",Golden Harvest Home Stay,1,2028
Coorg,2 star,0,0,"Near LIC , madikeri",Machaiah Homestay,2,1685
Corbett,3 star,29.413968,79.141765,"Village Teda , Near Corbett National Park",Corbett Machaan Resort,3,1409
Coorg,1 star,0,0,"Madikeri ,",Karani Homestay,1,1757
Corbett,3 star,29.54003,79.104045,"P.o. Mohaan, Ram Nagar ,",Corbett Roop Resort,3,1081
Coorg,1 star,12.297801,75.875183,"Chubakki Estate Sidapur Post, South Coorg ,",Raksh Cottage,1,1724
Coorg,1 star,0,0,"23, Ibnivalavadi Vg, Boikeri , Madikeri, Coorg",The Ibnii Spa Resort,1,1781
Daman,1 star,0,0,"devika beach near yash villa , ganga mata road,devka,daman",hotel silent,1,1698
Coorg,1 star,12.337157,75.830063,"A K Harish deepwoodz Hoskeri village Arecad PO Coorg ,",Deep Woodz Estate Stay,1,1230
Coorg,2 star,12.0143,75.9954,"Srimangala , Srimangala",Coorg Guest House,2,1436
Dandeli,1 star,15.230358,74.618971,"Nature Nest Patoli Village, DANDELI UK ,",Nature Nest,1,1346
Corbett,3 star,29.330381,79.049591,"village - Dhanpur Gosain Peerumadara ,",Jaagar - The Spirit Of Corbett,3,1404
Dandeli,1 star,0,0,"Dandeli ,",White Rapid River Resort,1,1626
Coimbatore,1 star,11.013595,77.005661,"19 A,Kavetti Naidu Layout , Peelamedu",Siva Residency,1,1797
Dalhousie,2 star,32.530035,75.980001,"Panjpulla Road , Gandhi Chowk",Hotel Kings,2,1525
Dandeli,1 star,15.246703,74.62322,"Dandeli ,",Indian Jungle Stay,1,1606
Coorg,3 star,12.232525,75.641399,"Misty Woods Resorts, Coorg, Opposite To Nalanad Palace, Kakkabe Coorg [Dist Madikeri] , Kakkabe",Misty Woods Resort,3,2032
Coimbatore,1 star,11.014008,76.979327,"Second Floor 31/35 , PRNarayanasamy Lay-out",Sigma Service Apartment,1,2275
Coorg,1 star,0,0,"at madikeri town , coorg",Wen Homestay,1,1749
Dahej,4 star,21.713253,72.601444,"Plot no - Z/4/3, SEZ Part - 1 , Tal-Vagra, Dist- Bharuch",Fortune Park Dahej,4,3132
Daman,3 star,20.455783,72.841923,"Devka Beach, , Devka Beach",Sandy Resort,3,1059
Coorg,1 star,12.1828,75.8341,"Thithimathi ,",Casa Coorg,1,1169
Coorg,1 star,0,0,"Murnard ,",Bethri Riverside,1,1732
Coorg,1 star,0,0,"Madikeri ,",Beyem Homestay,1,1159
Coimbatore,1 star,0,0,"19A, Kavetti Naidu Layout , Peelamedu",Zip Rooms Peelamedu,1,1514
Coorg,1 star,0,0,"Madikeri ,",Karani Homestay,1,1371
Coorg,1 star,12.310488,75.774763,"Poomale Estate, Ikola Village, , Murnad Post, Coorg",Coorg Karishma,1,1742
Dandeli,1 star,15.256997,74.6181651,"Rao Sahib Villa , Narvekar House",River Valley Farmstay,1,1375
Coorg,1 star,0,0,"KUTTA , KODAGU",Vansukh,1,1963
Cuttack,1 star,20.462774,85.881896,"Dolamundai Squre, Cuttack ,",Hotel Sagar,1,2246
Coorg,1 star,0,0,"Somwarpet ,",Spring Valley,1,2117
Coimbatore,1 star,0,0,"periyasamy road 4th street, , vadavalli",Sai Villa,1,2088
Corbett,4 star,29.305906,79.185364,"Village Bailparao, Ramnagar - Kaladungi Road, , Corbett National Park, Ramnagar",Corbett Adventure Resort,4,3063
Coimbatore,1 star,0,0,"28-A, Geetha Hall Road, , Opp Railway Station",HOTEL AIBA REGENCY,1,2119
Coimbatore,2 star,11.010231,76.966529,"#56, Sivasamy Road, P.O.No. 2418 Ramnagar , Ramnagar",Hotel City Tower,2,1247
Coimbatore,1 star,11.13071,76.922891,"Kalpaviruksham, Mettupalayam Road , thekkupalayam Village,",Kalpaviruksham,1,1917
Coimbatore,1 star,11.023698,77.021745,"CKH Thulasi Enclave , 451 - Kamaraja Road, Peelamedu",Thulasi Rams Service Apartments,1,1147
Corbett,3 star,29.470955,79.149094,"Corbett National Park Garjia, Village - Dhikuli, Ramnagar District: Nainital ,",Club Mahindra Corbett,3,1175
Coorg,1 star,0,0,"Madikeri Coorg ,",Langaru Homestay,1,1291
Coorg,2 star,12.416057,75.73807,"116/2, M G Road, Madikeri , Coorg",Hotel Rajdarshan,2,1168
Coimbatore,3 star,11.010865,76.960418,"101, Sengupta Street, Ram Nagar , Ram Nagar",Vijay Park Inn,3,1381
Corbett,3 star,29.3938,79.1286,"Dhikuli,Jim Corbett National Park,Ramnagar , Ramnagar, Nainital",The Monals Nest Resort,3,1544
Coorg,1 star,12.3708,75.7567,"Mutharmyndi Village , Murnad",Pondaavare Homestay,1,2243
Coimbatore,4 star,10.630516,76.921449,"Vazhaikombhu Nagoor Village , Meenkarai Road,",Coco Lagoon by Great Mount Resort,4,3435
Coorg,1 star,0,0,"Near StAnnes Convent High School Main Road Siddapur ,",Navneeth Homestay,1,1284
Dalhousie,1 star,32.535004,75.967214,"Subash Chowk , Subash Chowk",Hotel Super Star,1,1455
Coimbatore,1 star,0,0,"109, kothari Nagar ,Singanallu , Singanallur Coimbatore",FAST TRACK Coimbatore Singanallur,1,1112
Coorg,4 star,12.4598,75.6949,"50/3, 1st Monnangeri Village, Galibeedu, Madikeri, Kodagu District , Coorg",Heritage Resort,4,3076
Corbett,3 star,29.600506,79.091843,"Sankar Merchula District ,",Treetop Riverview Sterling Holiday Resorts,3,1978
Coorg,1 star,12.018554,75.990329,"Srimangala, South Coorg ,",Coffee County Coorg,1,1024
Coimbatore,1 star,10.997164,76.968898,"No 27 Geetha Hall Road , Opp railway station",Hotel Naveen,1,1423
Coorg,1 star,0,0,"KUTTA , KODAGU",Vansukh,1,1351
Coorg,2 star,12.428112,75.725044,"Subramani Nagar , madikeri",Sinchana Homestay,2,1182
Coorg,1 star,0,0,"Somerpet ,",Tin Heritage Homestay,1,1929
Coorg,1 star,0,0,"Aurthur Village , somerpet",Coorg The Grace Homestay,1,1869
Coorg,1 star,0,0,"Kadagardhal ,",Village World,1,1128
Coorg,1 star,0,0,"51/5,Chikkathur Village , Kushalnagar, Coorg",Coorg Nest Homestay,1,1772
Coorg,3 star,12.245573,75.884061,"PB No51, Hanchikad, , Pollibetta",Coorg Cliff Resorts Pollibetta,3,1190
Coimbatore,1 star,11.001512,76.966834,"43, Old Post Office Road,(Near Collector's Office)Coimbatore,Tamilnadu , Near Collectors office",Sri Krishna Vilas,1,2214
Coorg,1 star,0,0,"Near Hottihole , Madikeri",Mistmind Homestay,1,1963
Daman,1 star,20.485327,72.870973,"Airport Rd, Nani Daman, Daman, , Daman",Rudrakhs Row House,1,1678
Coimbatore,3 star,11.000816,76.967427,"Hotel Shiva Grand, Shiva Complex, No 54, Old Post Office Road, Near Collector Office , Near Collector Office",Hotel Shiva Grand,3,1811
Coorg,1 star,12.092285,76.022558,"Kanoor Road, Mugatagiri Bus Shelter, Ponnampet, Via Gonikoppa, Virajpet Taluk , Virajpet Taluk",Hotel Green Valley,1,1895
Dandeli,1 star,15.195742,74.533093,"Potti Village, Pradhani Post , Dandeli",Kadu Mane Homestay,1,2108
Coorg,1 star,12.313147,75.668535,"Trishul Estate, Kurali Road , Napoklu",The Heritage Home,1,1181
Corbett,1 star,29.485657,79.134736,"laduachaur- dhikuli , Distt Nainital",Corbett Wild Jungle Resort,1,1438
Coorg,1 star,12.092283,76.022558,"Magatagiri Bus Shelter, , Mathoor Village Coorg",Green Valley Resort,1,1467
Coorg,1 star,12.457566,75.959989,"IB Rd, Kushalnagar , Coorg",Hotel Shylaja Aris,1,1269
Coorg,1 star,0,0,"Srimangala ,",High Falls,1,2138
Dalhousie,3 star,32.538568,75.975093,"The Mall Road Dalhousie - Chamba Road, Moti Timba , Near Bus Stand, The Mall",MGM 1,3,1337
Coorg,3 star,12.40269,75.743507,"Murnad Road, Mekeri Village , Coorg",Sri Venkateshwara Residency,3,1526
Coorg,1 star,0,0,"Dekvaku, Near Kedkal ,",Devarkadu Homestay,1,1705
Coorg,2 star,0,0,"Block No14, near FMC college , Madikeri",Meera Homestay,2,1247
Coorg,1 star,12.431948,75.724423,"FMC College , Madikeri",Thimaiah Homestay,1,2291
Coorg,3 star,12.506411,75.948609,"Kudige Kushalnagar, Kodagu , Coorg",Parumpara Holiday Resort,3,1948
Corbett,3 star,29.450755,79.140305,"La Perle Resorts, Jim Corbett National Park , Village Ladhuachaur, Ramnagar",La Perle Resorts,3,1248
Coorg,1 star,12.422192,75.735382,"Kohinoor road,Madikeri , Kohinoor road,Madikeri",Prasad Lodge,1,1126
Dalhousie,1 star,32.548514,75.947814,"Dalhousie Hills, Banikhet, , Distt Chamba",Hotel Sunbeam,1,1941
Coorg,1 star,12.2394,75.9195,"Athur Post, Via Pollibetta , Coorg",Victory Home,1,1695
Coorg,1 star,0,0,"Srimangala ,",Sai Santuary,1,1192
Coorg,3 star,12.474642,75.881803,"Coorg Jungle Camp, Herur-571234, Kushalnagar, Kodagu , Coorg",Coorg Jungle Camp Holiday Resort,3,1535
Coorg,1 star,0,0,"Madikeri ,",Beyem Homestay,1,2218
Daman,1 star,0,0,"Vapi Daman Main Road, Dabhel, ,",hotel hany garden,1,1052
Coorg,1 star,0,0,"shanivarasanthe ,",Danta Estates Homestay,1,1010
Coorg,1 star,12.198514,75.803564,"Yedamakky, Hegela Village, , virajpet",Yedamakky Cottage,1,2085
Coorg,1 star,0,0,"madikeri ,",Gelvin Home Stay,1,1070
Coorg,1 star,0,0,"Irupu Road, Kurchi Village , Post Srimangala",Janey Moon Homestay,1,1099
Coorg,1 star,0,0,"Maragodu ,",Woodhide Estate,1,2046
Coimbatore,1 star,11.0119,76.9852,"coimbatore service Apartment Avanashi Raod ,",coimbatore service Apartment Avanashi Raod,1,1821
Corbett,1 star,29.4113133,79.1246027,"Opp Bijrani Gate, corbett Ramnagar uttrakhand,India , Ramnagar Corbett",Jiyo Bijrani Camp and Resort,1,1753
Coorg,1 star,12.421001,75.733218,"14/124, New Extension, Madikeri, Karnataka ,",Pragathi Homestay,1,1711
